(सामान्य हिन्दी सुनील सर) Part-1 || व्याकरण || 02-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1452704/plain/720x1280.mp4
(Rajasthan History By Bharat Dadhich Sir) Part-9 || मेवाड़ का इतिहास || 29-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/430218091043080400_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-10 || मेवाड़ का इतिहास || 30-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/388926627683819500_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-11 || मेवाड़ का इतिहास || 01-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/335890210422714500_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-12 || मेवाड़ का इतिहास || 03-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/191527239591061300_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-13 || मेवाड़ का इतिहास || 04-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/861848813230137700_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-14 || मेवाड़ का इतिहास || 06-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/689695364292031200_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || मारवाड़ का इतिहास  || 09-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/511991260600015000_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || मारवाड़ का इतिहास || 10-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/568129359392616400_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-3 || मारवाड़ का इतिहास || 11-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/806083642443898400_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-4 || मारवाड़ का इतिहास || 14-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/219129380850415700_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-5 || मारवाड़ का इतिहास || 15-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/396729572817945000_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-6 || मारवाड़ का इतिहास || 16-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/768318034488052500_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || बीकानेर का इतिहास || 17-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/27116489873428010_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || बीकानेर का इतिहास || 18-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/652708107893648500_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || आमेर का इतिहास || 20-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/280697019473981400_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || आमेर का इतिहास ||22-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/602596233690668700_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-3 || आमेर का इतिहास ||23-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/885447271233148500_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-4 || आमेर का इतिहास || 24-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/288618180643544000_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || गुर्जर प्रतिहार || 25-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/511459667469866940_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || गुर्जर प्रतिहार || 27-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/857495411274371800_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-3 || गुर्जर प्रतिहार || 28-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/353235625328684800_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || 1857 की क्रांति || 29-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/450825741720148740_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || 1857 की क्रांति || 30-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/17312259460297352_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-3 || 1857 की क्रांति || 01-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/151843903626461800_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-4 || 1857 की क्रांति || 03-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/75745736503598130_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-5 || 1857 की क्रांति || 04-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/371495201770884300_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-6 || 1857 की क्रांति || 05-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/148783533397426300_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-7 || 1857 की क्रांति || 06-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/87748410172639570_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-8 || 1857 की क्रांति || 07-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/60836820169089110_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-9 || 1857 की क्रांति || 10-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/422400898285281000_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || किसान आंदोलन || 11-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/82136944412258110_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || किसान आंदोलन || 12-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/368225379359036400_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-3 || किसान आंदोलन || 14-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/742608238040522000_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || प्रजामंडल आंदोलन || 13-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/810610048495861500_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || प्रजामंडल आंदोलन || 15-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/503027665820719200_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-3 || प्रजामंडल आंदोलन || 16-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/458686665378018050_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-4 || प्रजामंडल आंदोलन || 17-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/58356410193037944_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-5 || प्रजामंडल आंदोलन || 18-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/776141821867311700_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-6 || प्रजामंडल आंदोलन || 19-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/94102965367140800_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || राजस्थान का एकीकरण || 20-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/489732677283194240_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2|| राजस्थान का एकीकरण || 02-September : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/436123771635401200_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || राजस्थान का प्राचीन सभ्यताएं|| 03-September : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/308262105762132540_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2  || राजस्थान का प्राचीन सभ्यताएं|| 04-September : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/388432513654574800_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-1 || पाठ्यक्रम परिचर्चा || 09-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/295359242628025150_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-1 || मेले || 10-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/321904199223610560_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-2 || मेले  || 11-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/459072747123376450_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-3 || मेले || 13-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/566250804415858500_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-4 || मेले  || 14-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/127082202763614300_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-1 || त्योहार || 15-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/495279710633401200_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-2 || त्योहार || 20-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/213051914430637280_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-1 || मुस्लिम, सिख जैन और सिंधी धर्मों त्यौहार || 31-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/465506867206357000_PDF.pdf
(राजस्थान कला एवं संस्कृति - प्रेम प्रकाश सर) Part-2 || मुस्लिम, सिख जैन और सिंधी धर्मों त्यौहार || 01-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/352314991278192640_PDF.pdf
